siteName,siteCode,Date,PM2.5,PM10,NO2,NH3,SO2,Ozone,AQI
Ashok Vihar,1420,2018-12-15,145.0,204.6,60.24,29.78,18.93,31.43,365
Ashok Vihar,1420,2018-12-16,182.6,260.9,64.43,36.04,23.56,34.04,408
Ashok Vihar,1420,2018-12-17,217.71,309.12,71.74,38.79,28.48,36.35,445
Ashok Vihar,1420,2018-12-18,234.27,324.46,71.82,35.65,30.42,42.75,457
Ashok Vihar,1420,2018-12-19,259.58,360.9,72.05,35.38,25.92,39.26,485
Ashok Vihar,1420,2018-12-20,330.64,430.07,64.49,38.42,25.37,41.56,538
Ashok Vihar,1420,2018-12-21,310.65,401.62,15.14,40.37,22.01,36.53,516
Ashok Vihar,1420,2018-12-22,419.19,520.08,7.89,37.68,21.94,41.26,607
Ashok Vihar,1420,2018-12-23,575.75,665.96,10.74,46.28,16.73,49.1,719
Ashok Vihar,1420,2018-12-24,491.46,588.37,43.85,44.99,20.47,30.69,660
Ashok Vihar,1420,2018-12-25,305.2,382.97,69.71,38.88,19.91,30.87,502
Ashok Vihar,1420,2018-12-26,335.01,445.74,68.98,34.71,16.93,32.44,550
Ashok Vihar,1420,2018-12-27,370.86,487.11,86.96,36.66,24.2,29.21,582
Ashok Vihar,1420,2018-12-28,296.47,390.92,69.22,39.57,22.33,27.77,508
Ashok Vihar,1420,2018-12-29,323.29,456.57,71.84,36.24,20.88,29.14,558
Ashok Vihar,1420,2018-12-30,501.15,629.81,83.44,41.86,21.53,28.08,692
Ashok Vihar,1420,2018-12-31,331.18,499.18,79.79,40.58,19.49,23.75,591
Ashok Vihar,1420,2019-01-01,367.28,555.28,77.98,42.62,19.71,26.22,634
Ashok Vihar,1420,2019-01-02,457.14,621.13,84.32,49.74,19.37,27.38,685
Ashok Vihar,1420,2019-01-03,428.69,586.08,71.8,48.36,17.15,22.34,658
Ashok Vihar,1420,2019-01-04,286.43,410.34,55.08,39.99,14.68,12.54,523
Ashok Vihar,1420,2019-01-05,283.47,402.99,54.31,41.26,19.11,45.55,517
Ashok Vihar,1420,2019-01-06,183.18,227.9,47.64,42.27,14.78,21.56,383
Ashok Vihar,1420,2019-01-07,216.75,284.17,61.38,39.16,20.74,16.86,426
Ashok Vihar,1420,2019-01-08,168.21,213.0,44.72,35.25,20.39,23.31,371
Ashok Vihar,1420,2019-01-09,158.83,222.54,49.44,30.73,20.38,29.08,378
Ashok Vihar,1420,2019-01-10,210.12,300.65,58.35,30.16,21.1,27.85,438
Ashok Vihar,1420,2019-01-11,362.35,449.4,71.59,58.54,20.9,25.43,553
Ashok Vihar,1420,2019-01-12,376.98,439.49,77.52,62.96,15.89,26.74,545
Ashok Vihar,1420,2019-01-13,307.69,372.46,59.23,60.92,21.74,30.08,494
Ashok Vihar,1420,2019-01-14,99.08,162.77,44.55,34.66,20.18,30.96,332
Ashok Vihar,1420,2019-01-15,159.4,230.96,56.25,37.18,20.53,6.1,385
Ashok Vihar,1420,2019-01-16,331.71,427.72,89.74,50.15,26.03,4.29,536
Ashok Vihar,1420,2019-01-17,382.99,445.75,79.17,53.85,34.37,4.18,550
Ashok Vihar,1420,2019-01-18,268.4,323.15,80.33,45.44,24.06,4.46,456
Ashok Vihar,1420,2019-01-19,327.33,405.42,77.18,44.67,25.93,4.34,519
Ashok Vihar,1420,2019-01-20,401.41,458.09,97.95,53.64,23.11,4.36,560
Ashok Vihar,1420,2019-01-21,191.94,248.26,47.98,53.26,24.61,9.09,398
Ashok Vihar,1420,2019-01-22,53.05,58.27,26.77,35.76,15.24,18.14,97
Ashok Vihar,1420,2019-01-23,183.83,263.9,49.59,37.04,17.76,18.15,410
Ashok Vihar,1420,2019-01-24,129.15,239.17,45.13,29.67,18.94,25.64,391
Ashok Vihar,1420,2019-01-25,94.44,174.02,42.13,31.28,21.54,31.69,341
Ashok Vihar,1420,2019-01-26,114.04,195.48,52.27,28.52,22.37,37.76,358
Ashok Vihar,1420,2019-01-27,149.58,232.62,53.31,30.71,27.0,29.99,386
Ashok Vihar,1420,2019-01-28,142.67,232.92,59.03,31.05,28.19,28.57,386
Ashok Vihar,1420,2019-01-29,155.44,257.15,61.13,31.58,34.24,38.26,405
Ashok Vihar,1420,2019-01-30,240.08,375.88,73.81,35.5,35.09,38.33,496
Ashok Vihar,1420,2019-01-31,216.58,355.79,54.92,43.21,20.23,42.27,481
Ashok Vihar,1420,2019-02-01,216.85,307.27,46.01,46.14,21.13,32.55,444
Ashok Vihar,1420,2019-02-02,208.65,296.33,38.4,38.93,13.52,25.47,435
Ashok Vihar,1420,2019-02-03,148.98,240.73,36.06,36.17,12.56,26.79,392
Ashok Vihar,1420,2019-02-04,197.38,334.19,60.15,36.56,15.92,31.34,464
Ashok Vihar,1420,2019-02-05,329.06,484.65,72.81,45.88,27.72,40.46,580
Ashok Vihar,1420,2019-02-06,201.62,288.19,47.44,48.91,15.21,26.77,429
Ashok Vihar,1420,2019-02-07,69.9,132.79,32.63,38.16,11.34,29.89,309
Ashok Vihar,1420,2019-02-08,77.19,167.65,56.2,30.14,16.86,24.25,336
Ashok Vihar,1420,2019-02-09,97.25,188.1,64.06,28.21,24.0,28.87,352
Ashok Vihar,1420,2019-02-10,162.29,277.35,75.64,30.66,28.32,30.77,421
Ashok Vihar,1420,2019-02-11,197.48,334.42,87.41,33.54,28.1,36.35,464
Ashok Vihar,1420,2019-02-12,240.38,390.71,88.4,39.88,27.09,50.4,508
Ashok Vihar,1420,2019-02-13,210.33,334.96,86.3,41.74,19.73,45.8,465
Ashok Vihar,1420,2019-02-14,172.1,237.25,62.39,42.59,14.38,28.99,390
Ashok Vihar,1420,2019-02-15,156.31,219.42,54.02,37.51,17.05,23.04,376
Ashok Vihar,1420,2019-02-16,134.52,192.65,53.83,31.04,16.58,15.57,355
Ashok Vihar,1420,2019-02-17,118.9,195.83,64.8,27.68,20.71,34.84,358
Ashok Vihar,1420,2019-02-18,108.78,199.77,67.93,28.0,18.63,34.7,361
Ashok Vihar,1420,2019-02-19,159.23,266.17,71.28,37.28,15.84,41.8,412
Ashok Vihar,1420,2019-02-20,108.52,189.92,56.13,35.87,16.67,18.38,353
Ashok Vihar,1420,2019-02-21,85.96,213.21,53.58,33.96,20.64,39.71,371
Ashok Vihar,1420,2019-02-22,81.15,155.62,51.46,34.47,18.67,22.52,327
Ashok Vihar,1420,2019-02-23,68.79,143.48,60.55,23.78,22.42,33.0,318
Ashok Vihar,1420,2019-02-24,98.74,180.03,62.91,25.0,26.55,43.23,346
Ashok Vihar,1420,2019-02-25,85.57,174.91,58.69,28.15,18.51,55.05,342
Ashok Vihar,1420,2019-02-26,62.91,139.78,50.43,29.51,16.33,17.91,315
Ashok Vihar,1420,2019-02-27,59.81,127.76,42.69,27.09,13.18,1.2,305
Ashok Vihar,1420,2019-02-28,108.31,210.27,54.97,27.07,19.45,1.25,369
Ashok Vihar,1420,2019-03-01,111.88,220.02,64.92,26.58,20.48,11.34,376
Ashok Vihar,1420,2019-03-02,120.23,215.54,69.35,32.1,19.46,10.64,373
Ashok Vihar,1420,2019-03-03,76.25,145.23,43.66,28.48,15.19,4.336,319
Ashok Vihar,1420,2019-03-04,118.79,209.23,44.42,30.29,16.95,11.372,368
Ashok Vihar,1420,2019-03-05,83.8,161.24,65.48,24.93,21.81,5.14,331
Ashok Vihar,1420,2019-03-06,101.0,205.92,66.86,24.52,21.05,16.54,366
Ashok Vihar,1420,2019-03-07,118.88,239.65,68.81,27.61,22.76,35.18,392
Ashok Vihar,1420,2019-03-08,86.14,198.96,62.14,28.5,22.16,37.61,360
Ashok Vihar,1420,2019-03-09,79.4,188.75,56.89,28.78,29.68,36.87,352
Ashok Vihar,1420,2019-03-10,87.53,186.93,70.31,24.87,27.45,46.74,351
Ashok Vihar,1420,2019-03-11,86.23,233.0,56.16,28.02,24.41,55.9,386
Ashok Vihar,1420,2019-03-12,54.96,147.62,40.96,27.09,17.88,43.41,321
Ashok Vihar,1420,2019-03-13,95.88,262.02,62.18,30.34,29.99,29.91,409
Ashok Vihar,1420,2019-03-14,121.98,236.29,53.33,32.63,24.91,22.18,389
Ashok Vihar,1420,2019-03-15,90.15,166.1,60.71,28.28,30.28,32.56,335
Ashok Vihar,1420,2019-03-16,79.88,160.04,66.82,23.29,28.23,40.39,330
Ashok Vihar,1420,2019-03-17,102.75,195.71,64.44,25.35,29.08,45.59,358
Ashok Vihar,1420,2019-03-18,110.23,203.77,75.53,26.77,34.64,47.35,364
Ashok Vihar,1420,2019-03-19,113.77,222.69,77.84,27.21,31.07,42.99,378
Ashok Vihar,1420,2019-03-20,91.92,223.62,59.8,30.84,23.85,49.98,379
Ashok Vihar,1420,2019-03-21,111.44,178.79,32.57,36.49,25.41,55.16,345
Ashok Vihar,1420,2019-03-22,38.0,126.25,40.06,27.38,25.53,56.45,304
Ashok Vihar,1420,2019-03-23,57.73,148.54,56.04,26.37,28.11,51.99,321
Ashok Vihar,1420,2019-03-24,60.06,149.94,53.11,27.76,33.42,39.31,323
Ashok Vihar,1420,2019-03-25,67.29,146.88,46.36,27.22,25.17,36.24,320
Ashok Vihar,1420,2019-03-26,88.12,176.79,63.49,29.15,33.02,39.98,343
Ashok Vihar,1420,2019-03-27,91.77,189.52,71.89,28.24,33.72,44.14,353
Ashok Vihar,1420,2019-03-28,157.31,261.15,72.06,35.66,36.14,54.06,408
Ashok Vihar,1420,2019-03-29,105.08,235.56,67.49,41.17,24.79,47.55,388
Ashok Vihar,1420,2019-03-30,100.15,201.48,58.09,43.93,30.39,60.24,362
Ashok Vihar,1420,2019-03-31,56.69,166.02,60.0,34.67,32.91,46.19,335
Ashok Vihar,1420,2019-04-01,65.1,165.75,62.41,29.6,35.1,53.37,335
Ashok Vihar,1420,2019-04-02,100.29,186.73,77.95,29.74,40.32,65.25,351
Ashok Vihar,1420,2019-04-03,95.12,194.67,62.75,31.47,25.5,58.87,357
Ashok Vihar,1420,2019-04-04,123.06,199.52,73.26,36.53,38.44,57.32,361
Ashok Vihar,1420,2019-04-05,123.73,205.21,74.79,41.79,43.22,37.34,365
Ashok Vihar,1420,2019-04-06,139.91,242.7,62.82,39.56,33.19,50.32,394
Ashok Vihar,1420,2019-04-07,174.84,251.21,45.33,58.64,28.81,56.25,400
Ashok Vihar,1420,2019-04-08,110.79,184.62,52.96,44.66,19.96,46.44,349
Ashok Vihar,1420,2019-04-09,97.53,155.19,60.94,43.46,28.33,53.67,327
Ashok Vihar,1420,2019-04-10,102.84,161.23,59.65,42.04,32.48,59.38,331
Ashok Vihar,1420,2019-04-11,81.23,150.27,52.35,36.12,27.64,59.25,323
Ashok Vihar,1420,2019-04-12,76.31,145.98,42.09,36.83,23.56,59.7,319
Ashok Vihar,1420,2019-04-13,64.34,130.44,42.82,32.92,24.58,41.72,308
Ashok Vihar,1420,2019-04-14,69.62,136.6,54.21,32.29,29.63,25.86,312
Ashok Vihar,1420,2019-04-15,81.96,159.83,54.55,32.08,24.61,26.84,330
Ashok Vihar,1420,2019-04-16,90.71,112.11,31.8,32.64,14.36,38.15,273
Ashok Vihar,1420,2019-04-17,22.73,58.33,26.36,28.51,12.44,42.11,97
Ashok Vihar,1420,2019-04-18,41.08,81.69,42.31,26.81,17.47,43.18,172
Ashok Vihar,1420,2019-04-19,73.48,122.85,62.67,28.36,32.62,37.26,302
Ashok Vihar,1420,2019-04-20,100.27,148.52,70.28,29.21,33.06,45.49,321
Ashok Vihar,1420,2019-04-21,106.03,160.82,69.81,31.5,27.07,37.78,331
Ashok Vihar,1420,2019-04-22,108.83,166.06,69.74,35.43,34.42,43.32,335
Ashok Vihar,1420,2019-04-23,111.8,186.64,80.87,36.13,31.18,43.57,351
Ashok Vihar,1420,2019-04-24,103.97,187.55,57.49,39.13,21.23,58.24,351
Ashok Vihar,1420,2019-04-25,104.17,197.17,40.47,39.22,20.8,63.21,359
Ashok Vihar,1420,2019-04-26,93.28,168.86,69.83,32.67,35.19,32.43,337
Ashok Vihar,1420,2019-04-27,99.89,195.36,59.94,31.3,28.3,33.04,357
Ashok Vihar,1420,2019-04-28,96.22,182.85,71.91,28.47,35.3,27.31,348
Ashok Vihar,1420,2019-04-29,98.69,187.95,76.15,28.91,32.86,30.56,352
Ashok Vihar,1420,2019-04-30,101.96,204.95,57.42,32.3,27.16,51.5,365
Ashok Vihar,1420,2019-05-01,111.21,277.95,60.82,38.38,30.57,51.46,421
Ashok Vihar,1420,2019-05-02,66.72,336.18,26.24,36.7,20.68,59.59,466
Ashok Vihar,1420,2019-05-03,51.06,192.31,34.81,32.71,21.34,61.44,355
Ashok Vihar,1420,2019-05-04,91.48,265.7,58.08,36.3,37.88,43.79,412
Ashok Vihar,1420,2019-05-05,81.07,301.11,59.83,24.1,22.46,51.27,439
Ashok Vihar,1420,2019-05-06,131.89,383.91,66.78,33.76,30.41,44.72,503
Ashok Vihar,1420,2019-05-07,141.84,430.44,60.81,33.46,23.61,26.14,538
Ashok Vihar,1420,2019-05-08,125.24,484.0,61.48,34.6,30.53,31.93,580
Ashok Vihar,1420,2019-05-09,145.32,494.49,55.29,32.58,32.53,33.71,588
Ashok Vihar,1420,2019-05-10,87.48,378.5,34.55,25.8,23.05,39.25,498
Ashok Vihar,1420,2019-05-11,102.03,292.81,42.98,30.52,29.24,50.05,432
Ashok Vihar,1420,2019-05-12,172.4,361.53,56.5,29.55,33.26,40.09,485
Ashok Vihar,1420,2019-05-13,171.62,323.54,45.6,35.71,47.31,52.98,456
Ashok Vihar,1420,2019-05-14,58.25,140.29,45.09,34.8,22.19,41.13,315
Ashok Vihar,1420,2019-05-15,93.83,179.69,56.24,41.54,36.11,26.71,345
Ashok Vihar,1420,2019-05-16,94.94,204.06,53.37,48.57,26.47,26.23,364
Ashok Vihar,1420,2019-05-17,153.67,293.78,39.55,45.51,17.16,32.59,433
Ashok Vihar,1420,2019-05-18,48.06,126.6,35.83,42.98,18.73,33.14,305
Ashok Vihar,1420,2019-05-19,86.77,204.73,59.09,36.09,34.59,41.06,365
Ashok Vihar,1420,2019-05-20,103.08,268.9,58.15,34.52,31.61,37.92,414
Ashok Vihar,1420,2019-05-21,86.68,239.58,44.26,36.65,29.53,40.22,391
Ashok Vihar,1420,2019-05-22,73.81,272.46,47.11,39.33,24.52,26.87,417
Ashok Vihar,1420,2019-05-23,110.52,276.43,47.04,44.98,28.72,39.21,420
Ashok Vihar,1420,2019-05-24,42.08,134.94,40.26,48.84,18.06,21.25,311
Ashok Vihar,1420,2019-05-25,42.75,139.42,51.8,31.97,22.46,34.42,314
Ashok Vihar,1420,2019-05-26,61.72,174.66,55.62,28.75,28.19,40.59,342
Ashok Vihar,1420,2019-05-27,67.23,215.7,66.37,28.07,28.43,36.96,373
Ashok Vihar,1420,2019-05-28,64.38,221.82,80.37,27.08,33.81,35.29,378
Ashok Vihar,1420,2019-05-29,81.93,243.12,75.79,29.3,36.16,39.55,394
Ashok Vihar,1420,2019-05-30,85.09,264.83,72.27,31.77,34.26,32.95,411
Ashok Vihar,1420,2019-05-31,80.79,408.67,56.58,30.38,26.09,43.46,522
Ashok Vihar,1420,2019-06-01,99.54,333.0,53.8,41.36,27.55,57.15,463
Ashok Vihar,1420,2019-06-02,67.54,252.29,27.93,44.78,25.81,52.66,401
Ashok Vihar,1420,2019-06-03,52.81,349.21,22.75,37.66,16.38,47.92,476
Ashok Vihar,1420,2019-06-04,48.08,192.35,32.25,30.22,19.7,55.76,355
Ashok Vihar,1420,2019-06-05,73.06,244.75,45.65,29.17,19.41,47.98,395
Ashok Vihar,1420,2019-06-06,61.52,263.79,43.04,25.75,22.6,45.46,410
Ashok Vihar,1420,2019-06-07,53.9,172.9,32.14,26.76,20.96,58.29,340
Ashok Vihar,1420,2019-06-08,61.72,210.31,47.77,36.77,19.42,47.92,369
Ashok Vihar,1420,2019-06-09,113.77,310.56,65.96,28.35,35.32,51.79,446
Ashok Vihar,1420,2019-06-10,71.09,272.09,64.57,15.52,21.58,32.72,416
Ashok Vihar,1420,2019-06-11,107.66,445.14,45.52,12.63,18.15,22.47,550
Ashok Vihar,1420,2019-06-12,44.78,250.39,19.08,13.62,14.9,45.49,400
Ashok Vihar,1420,2019-06-13,43.96,197.94,28.96,12.82,18.37,38.55,359
Ashok Vihar,1420,2019-06-14,52.42,222.04,46.59,11.23,27.27,36.91,378
Ashok Vihar,1420,2019-06-15,78.0,302.24,60.18,16.68,27.13,25.61,440
Ashok Vihar,1420,2019-06-16,35.46,190.96,22.95,24.43,16.38,42.86,354
Ashok Vihar,1420,2019-06-17,33.82,178.17,32.6,27.02,17.02,48.14,344
Ashok Vihar,1420,2019-06-18,26.66,85.58,44.34,25.88,11.73,53.08,185
Ashok Vihar,1420,2019-06-19,73.15,233.71,30.96,31.93,18.01,80.81,387
Ashok Vihar,1420,2019-06-20,35.49,144.04,26.09,27.75,11.86,79.12,318
Ashok Vihar,1420,2019-06-21,61.31,194.83,47.76,29.85,20.62,74.41,357
Ashok Vihar,1420,2019-06-22,69.42,195.62,54.41,30.26,30.32,89.87,358
Ashok Vihar,1420,2019-06-23,36.1,135.58,20.14,29.91,20.67,73.13,311
Ashok Vihar,1420,2019-06-24,20.46,87.38,21.66,26.2,22.16,38.28,191
Ashok Vihar,1420,2019-06-25,50.94,128.9,27.3,26.23,21.04,61.97,306
Ashok Vihar,1420,2019-06-26,69.85,176.42,32.9,28.12,22.39,55.52,343
Ashok Vihar,1420,2019-06-27,69.35,268.85,46.69,26.1,24.79,51.22,414
Ashok Vihar,1420,2019-06-28,57.62,260.04,38.56,23.05,26.4,37.78,407
Ashok Vihar,1420,2019-06-29,56.04,326.4,33.25,20.2,18.08,30.7,458
Ashok Vihar,1420,2019-06-30,58.54,324.69,33.41,19.75,16.34,43.68,457
Ashok Vihar,1420,2019-07-01,51.02,214.5,25.65,25.55,17.85,67.74,372
Ashok Vihar,1420,2019-07-02,64.15,259.44,21.41,30.58,19.36,70.14,407
Ashok Vihar,1420,2019-07-03,31.67,118.33,20.08,34.7,12.61,43.66,294
Ashok Vihar,1420,2019-07-04,29.65,81.21,23.27,32.54,12.92,19.78,170
Ashok Vihar,1420,2019-07-05,47.54,109.0,31.57,39.3,19.38,18.28,263
Ashok Vihar,1420,2019-07-06,28.15,100.1,24.02,36.11,13.58,42.26,233
Ashok Vihar,1420,2019-07-07,38.53,102.28,23.62,21.762,16.69,36.83,240
Ashok Vihar,1420,2019-07-08,43.78,166.76,29.19,34.45,14.27,32.13,335
Ashok Vihar,1420,2019-07-09,36.23,135.94,25.9,33.84,13.99,21.67,312
Ashok Vihar,1420,2019-07-10,70.15,324.51,33.29,40.52,13.96,15.76,457
Ashok Vihar,1420,2019-07-11,76.52,508.89,26.15,33.17,12.36,27.1,599
Ashok Vihar,1420,2019-07-12,69.56,469.24,26.36,48.65,11.42,20.46,568
Ashok Vihar,1420,2019-07-13,56.73,387.27,19.58,35.71,11.67,25.71,505
Ashok Vihar,1420,2019-07-14,52.96,365.58,22.07,49.16,18.74,31.81,488
Ashok Vihar,1420,2019-07-15,32.77,152.58,26.22,39.61,12.74,28.86,325
Ashok Vihar,1420,2019-07-16,24.6,71.83,22.15,40.39,13.8,37.62,139
Ashok Vihar,1420,2019-07-17,28.25,68.48,30.05,39.43,10.09,37.32,128
Ashok Vihar,1420,2019-07-18,28.08,82.06,40.45,39.7,10.34,42.11,173
Ashok Vihar,1420,2019-07-19,60.0,159.44,41.49,46.96,14.94,76.77,330
Ashok Vihar,1420,2019-07-20,43.44,115.94,39.47,56.13,10.57,20.98,286
Ashok Vihar,1420,2019-07-21,50.92,116.6,35.1,71.39,11.46,42.08,288
Ashok Vihar,1420,2019-07-22,67.69,137.4,35.46,77.92,10.42,46.6,313
Ashok Vihar,1420,2019-07-23,91.08,181.04,46.31,72.66,11.14,56.12,346
Ashok Vihar,1420,2019-07-24,56.0,154.31,38.86,78.39,11.25,37.94,326
Ashok Vihar,1420,2019-07-25,19.98,63.92,26.93,53.53,10.12,19.5,113
Ashok Vihar,1420,2019-07-26,23.98,58.1,23.88,48.29,9.12,26.34,96
Ashok Vihar,1420,2019-07-27,25.69,48.85,23.77,41.48,12.47,43.29,81
Ashok Vihar,1420,2019-07-28,15.44,46.0,17.98,41.59,13.55,17.826,76
Ashok Vihar,1420,2019-07-29,22.81,67.81,18.85,45.35,16.67,57.15,126
Ashok Vihar,1420,2019-07-30,28.48,80.29,20.34,47.48,17.15,31.28,167
Ashok Vihar,1420,2019-07-31,26.31,77.5,20.66,48.39,11.76,47.97,158
Ashok Vihar,1420,2019-08-01,26.67,80.06,26.77,40.68,13.63,28.45,166
Ashok Vihar,1420,2019-08-02,25.85,76.69,26.07,27.29,10.75,30.37,155
Ashok Vihar,1420,2019-08-03,45.83,92.35,32.88,29.03,15.1,33.54,207
Ashok Vihar,1420,2019-08-04,50.5,102.48,29.17,28.96,11.23,47.82,241
Ashok Vihar,1420,2019-08-05,50.25,102.92,37.17,29.89,11.7,41.93,243
Ashok Vihar,1420,2019-08-06,27.65,54.48,31.89,37.86,11.75,38.08,90
Ashok Vihar,1420,2019-08-07,32.35,75.52,24.64,26.69,11.34,41.07,151
Ashok Vihar,1420,2019-08-08,28.81,87.5,24.91,24.59,13.63,56.73,191
Ashok Vihar,1420,2019-08-09,8.19,55.91,13.85,21.84,10.82,48.99,93
Ashok Vihar,1420,2019-08-10,11.87,44.31,17.75,18.29,11.85,41.34,73
Ashok Vihar,1420,2019-08-11,17.67,61.5,19.14,21.96,9.9,54.38,105
Ashok Vihar,1420,2019-08-12,14.12,51.92,20.58,22.76,8.19,21.29,86
Ashok Vihar,1420,2019-08-13,16.77,57.81,27.6,23.84,8.01,19.37,96
Ashok Vihar,1420,2019-08-14,30.93,68.61,30.38,24.75,7.86,50.96,128
Ashok Vihar,1420,2019-08-15,21.0,53.76,16.9,23.78,9.02,30.08,89
Ashok Vihar,1420,2019-08-16,13.71,36.77,16.06,20.76,9.79,39.73,67
Ashok Vihar,1420,2019-08-17,5.73,15.53,13.05,15.83,7.73,18.35,67
Ashok Vihar,1420,2019-08-18,12.98,30.96,20.59,16.19,7.95,22.85,67
Ashok Vihar,1420,2019-08-19,37.25,86.66,26.75,16.5,7.22,45.04,188
Ashok Vihar,1420,2019-08-20,37.6,95.09,29.31,25.74,7.62,35.91,216
Ashok Vihar,1420,2019-08-21,38.28,138.48,30.79,26.96,8.29,46.09,314
Ashok Vihar,1420,2019-08-22,41.41,138.16,42.09,26.77,9.42,33.51,313
Ashok Vihar,1420,2019-08-23,47.81,157.96,35.26,31.17,8.64,33.41,329
Ashok Vihar,1420,2019-08-24,53.02,136.31,37.28,35.05,7.23,23.58,312
Ashok Vihar,1420,2019-08-25,27.75,58.4,24.08,30.72,8.27,28.56,97
Ashok Vihar,1420,2019-08-26,25.69,68.17,21.61,23.65,10.05,29.11,127
Ashok Vihar,1420,2019-08-27,39.35,104.94,26.25,22.84,12.22,62.73,249
Ashok Vihar,1420,2019-08-28,42.02,124.59,36.41,26.81,12.73,35.88,303
Ashok Vihar,1420,2019-08-29,25.96,80.15,24.25,31.03,12.41,39.43,167
Ashok Vihar,1420,2019-08-30,49.83,121.32,28.81,24.91,18.65,73.83,301
Ashok Vihar,1420,2019-08-31,56.06,128.21,34.37,20.67,14.06,47.77,306
Ashok Vihar,1420,2019-09-01,30.21,74.81,27.58,22.52,12.68,53.55,149
Ashok Vihar,1420,2019-09-02,39.8,87.38,21.7,26.72,15.49,50.56,191
Ashok Vihar,1420,2019-09-03,58.28,124.77,30.59,21.7,15.58,40.29,303
Ashok Vihar,1420,2019-09-04,70.88,149.62,31.7,20.98,15.9,57.92,322
Ashok Vihar,1420,2019-09-05,27.17,81.38,28.53,19.28,15.19,35.46,171
Ashok Vihar,1420,2019-09-06,36.0,92.77,28.87,24.33,16.82,50.06,209
Ashok Vihar,1420,2019-09-07,29.23,77.23,29.5,21.41,15.51,46.1,157
Ashok Vihar,1420,2019-09-08,25.81,67.4,21.14,20.89,16.82,38.94,124
Ashok Vihar,1420,2019-09-09,51.48,126.96,26.54,19.88,15.42,45.63,305
Ashok Vihar,1420,2019-09-10,54.4,119.67,27.38,19.06,17.16,55.63,298
Ashok Vihar,1420,2019-09-11,74.9,158.56,32.62,18.06,16.98,63.6,329
Ashok Vihar,1420,2019-09-12,49.46,112.33,21.56,18.04,12.07,46.4,274
Ashok Vihar,1420,2019-09-13,30.2,83.26,19.31,26.94,14.92,34.82,177
Ashok Vihar,1420,2019-09-14,24.85,66.44,18.15,22.02,13.74,45.54,121
Ashok Vihar,1420,2019-09-15,39.12,79.6,16.74,22.8,13.77,45.43,165
Ashok Vihar,1420,2019-09-16,58.08,145.27,31.81,19.82,13.78,48.97,319
Ashok Vihar,1420,2019-09-17,57.15,140.42,30.55,20.03,13.25,61.23,315
Ashok Vihar,1420,2019-09-18,32.46,105.44,20.84,20.0,15.8,69.44,251
Ashok Vihar,1420,2019-09-19,18.15,65.06,15.42,16.92,15.55,43.64,116
Ashok Vihar,1420,2019-09-20,43.73,115.25,24.76,15.29,16.38,56.76,284
Ashok Vihar,1420,2019-09-21,35.71,85.06,20.37,15.71,13.85,38.26,183
Ashok Vihar,1420,2019-09-22,24.73,65.33,23.56,17.12,14.31,33.03,117
Ashok Vihar,1420,2019-09-23,39.77,92.85,22.91,18.48,16.18,50.88,209
Ashok Vihar,1420,2019-09-24,31.85,87.94,23.38,18.49,16.5,40.01,193
Ashok Vihar,1420,2019-09-25,29.79,76.71,21.56,19.47,13.8,39.95,155
Ashok Vihar,1420,2019-09-26,21.58,61.75,18.43,18.92,17.25,57.05,105
Ashok Vihar,1420,2019-09-27,12.15,44.39,14.21,17.68,17.1,47.84,73
Ashok Vihar,1420,2019-09-28,24.72,62.51,16.61,17.53,16.19,30.67,108
Ashok Vihar,1420,2019-09-29,13.82,45.36,14.67,16.18,13.24,29.81,75
Ashok Vihar,1420,2019-09-30,30.04,80.17,22.57,15.99,13.8,40.91,167
Ashok Vihar,1420,2019-10-01,28.93,86.33,22.75,15.14,11.89,34.66,187
Ashok Vihar,1420,2019-10-02,32.96,80.15,22.68,15.45,14.94,39.53,167
Ashok Vihar,1420,2019-10-03,63.97,140.57,31.1,17.94,16.02,52.76,315
Ashok Vihar,1420,2019-10-04,44.75,97.6,33.34,20.77,14.34,38.51,225
Ashok Vihar,1420,2019-10-05,38.19,93.81,42.42,20.49,16.03,40.52,212
Ashok Vihar,1420,2019-10-06,59.1,132.38,46.93,21.19,18.14,49.66,309
Ashok Vihar,1420,2019-10-07,51.08,129.08,39.01,19.81,15.91,46.25,306
Ashok Vihar,1420,2019-10-08,47.31,115.1,43.52,17.57,16.45,48.51,283
Ashok Vihar,1420,2019-10-09,73.52,168.0,49.41,20.11,17.91,71.17,336
Ashok Vihar,1420,2019-10-10,115.83,231.12,60.28,29.27,19.31,71.07,385
Ashok Vihar,1420,2019-10-11,110.23,228.1,63.44,31.84,17.99,60.43,383
Ashok Vihar,1420,2019-10-12,115.46,239.44,64.69,32.06,17.51,52.77,391
Ashok Vihar,1420,2019-10-13,151.23,283.71,65.7,35.46,19.38,57.57,425
Ashok Vihar,1420,2019-10-14,126.62,264.21,62.31,34.32,15.47,53.32,410
Ashok Vihar,1420,2019-10-15,143.96,285.23,67.05,35.94,16.63,52.51,427
Ashok Vihar,1420,2019-10-16,149.06,272.62,58.23,40.15,19.04,43.42,417
Ashok Vihar,1420,2019-10-17,122.56,240.06,53.71,34.34,22.9,90.81,392
Ashok Vihar,1420,2019-10-18,78.12,174.77,42.28,30.05,17.76,43.82,342
Ashok Vihar,1420,2019-10-19,83.93,171.65,57.06,27.23,17.58,52.23,339
Ashok Vihar,1420,2019-10-20,109.65,203.9,61.33,25.72,21.32,39.47,364
